comp_bytes	uncomp_bytes	num_apps	path	apps
64	107	1	assets/levels/6577.txt	wordmaker
64	120	1	assets/levels/6593.txt	wordmaker
64	98	1	assets/levels/6601.txt	wordmaker
64	120	1	assets/levels/6603.txt	wordmaker
64	120	1	assets/levels/6606.txt	wordmaker
64	107	1	assets/levels/6608.txt	wordmaker
64	119	1	assets/levels/6618.txt	wordmaker
64	120	1	assets/levels/6646.txt	wordmaker
64	119	1	assets/levels/6662.txt	wordmaker
64	107	1	assets/levels/6665.txt	wordmaker
64	109	1	assets/levels/6674.txt	wordmaker
64	109	1	assets/levels/6688.txt	wordmaker
64	120	1	assets/levels/6690.txt	wordmaker
64	108	1	assets/levels/670.txt	wordmaker
64	107	1	assets/levels/6707.txt	wordmaker
64	120	1	assets/levels/6711.txt	wordmaker
64	119	1	assets/levels/6731.txt	wordmaker
64	119	1	assets/levels/6737.txt	wordmaker
64	107	1	assets/levels/6759.txt	wordmaker
64	109	1	assets/levels/6766.txt	wordmaker
64	109	1	assets/levels/6783.txt	wordmaker
64	120	1	assets/levels/6797.txt	wordmaker
64	109	1	assets/levels/6801.txt	wordmaker
64	120	1	assets/levels/6804.txt	wordmaker
64	109	1	assets/levels/6809.txt	wordmaker
64	119	1	assets/levels/6836.txt	wordmaker
64	109	1	assets/levels/6845.txt	wordmaker
64	98	1	assets/levels/6850.txt	wordmaker
64	119	1	assets/levels/6870.txt	wordmaker
64	119	1	assets/levels/6876.txt	wordmaker
64	120	1	assets/levels/6879.txt	wordmaker
64	109	1	assets/levels/6885.txt	wordmaker
64	107	1	assets/levels/6893.txt	wordmaker
64	119	1	assets/levels/6897.txt	wordmaker
64	109	1	assets/levels/6899.txt	wordmaker
64	109	1	assets/levels/6900.txt	wordmaker
64	120	1	assets/levels/6931.txt	wordmaker
64	119	1	assets/levels/6949.txt	wordmaker
64	109	1	assets/levels/6950.txt	wordmaker
64	109	1	assets/levels/6963.txt	wordmaker
64	109	1	assets/levels/6964.txt	wordmaker
64	120	1	assets/levels/6966.txt	wordmaker
64	120	1	assets/levels/6978.txt	wordmaker
64	109	1	assets/levels/6983.txt	wordmaker
64	131	1	assets/levels/7014.txt	wordmaker
64	120	1	assets/levels/7031.txt	wordmaker
64	120	1	assets/levels/7042.txt	wordmaker
64	120	1	assets/levels/7050.txt	wordmaker
64	109	1	assets/levels/7059.txt	wordmaker
64	109	1	assets/levels/7060.txt	wordmaker
64	120	1	assets/levels/7075.txt	wordmaker
64	119	1	assets/levels/7081.txt	wordmaker
64	109	1	assets/levels/7084.txt	wordmaker
64	109	1	assets/levels/7089.txt	wordmaker
64	109	1	assets/levels/7094.txt	wordmaker
64	131	1	assets/levels/7103.txt	wordmaker
64	120	1	assets/levels/7122.txt	wordmaker
64	120	1	assets/levels/7149.txt	wordmaker
64	109	1	assets/levels/7154.txt	wordmaker
64	109	1	assets/levels/7179.txt	wordmaker
64	109	1	assets/levels/7188.txt	wordmaker
64	120	1	assets/levels/7192.txt	wordmaker
64	130	1	assets/levels/720.txt	wordmaker
64	109	1	assets/levels/7201.txt	wordmaker
64	120	1	assets/levels/7227.txt	wordmaker
64	120	1	assets/levels/7241.txt	wordmaker
64	98	1	assets/levels/7244.txt	wordmaker
64	107	1	assets/levels/7245.txt	wordmaker
64	109	1	assets/levels/7260.txt	wordmaker
64	131	1	assets/levels/7286.txt	wordmaker
64	109	1	assets/levels/7292.txt	wordmaker
64	109	1	assets/levels/7300.txt	wordmaker
64	120	1	assets/levels/7317.txt	wordmaker
64	120	1	assets/levels/732.txt	wordmaker
64	109	1	assets/levels/7320.txt	wordmaker
64	109	1	assets/levels/7341.txt	wordmaker
64	109	1	assets/levels/7343.txt	wordmaker
64	119	1	assets/levels/7345.txt	wordmaker
64	109	1	assets/levels/7366.txt	wordmaker
64	109	1	assets/levels/7391.txt	wordmaker
64	131	1	assets/levels/7444.txt	wordmaker
64	119	1	assets/levels/7449.txt	wordmaker
64	119	1	assets/levels/7455.txt	wordmaker
64	131	1	assets/levels/7462.txt	wordmaker
64	107	1	assets/levels/7463.txt	wordmaker
64	120	1	assets/levels/7471.txt	wordmaker
64	109	1	assets/levels/7477.txt	wordmaker
64	107	1	assets/levels/7481.txt	wordmaker
64	120	1	assets/levels/7494.txt	wordmaker
64	107	1	assets/levels/7505.txt	wordmaker
64	99	1	assets/levels/7508.txt	wordmaker
64	109	1	assets/levels/7520.txt	wordmaker
64	119	1	assets/levels/7546.txt	wordmaker
64	119	1	assets/levels/7559.txt	wordmaker
64	99	1	assets/levels/7565.txt	wordmaker
64	119	1	assets/levels/7577.txt	wordmaker
64	99	1	assets/levels/7588.txt	wordmaker
64	109	1	assets/levels/7592.txt	wordmaker
64	132	1	assets/levels/760.txt	wordmaker
64	99	1	assets/levels/7605.txt	wordmaker
64	109	1	assets/levels/7606.txt	wordmaker
64	107	1	assets/levels/7608.txt	wordmaker
64	131	1	assets/levels/7618.txt	wordmaker
64	120	1	assets/levels/762.txt	wordmaker
64	131	1	assets/levels/7623.txt	wordmaker
64	120	1	assets/levels/7624.txt	wordmaker
64	98	1	assets/levels/7639.txt	wordmaker
64	109	1	assets/levels/7652.txt	wordmaker
64	120	1	assets/levels/7661.txt	wordmaker
64	109	1	assets/levels/7687.txt	wordmaker
64	109	1	assets/levels/7706.txt	wordmaker
64	107	1	assets/levels/7711.txt	wordmaker
64	119	1	assets/levels/7723.txt	wordmaker
64	109	1	assets/levels/7724.txt	wordmaker
64	120	1	assets/levels/7757.txt	wordmaker
64	120	1	assets/levels/7766.txt	wordmaker
64	120	1	assets/levels/7772.txt	wordmaker
64	109	1	assets/levels/7778.txt	wordmaker
64	109	1	assets/levels/7792.txt	wordmaker
64	109	1	assets/levels/7795.txt	wordmaker
64	119	1	assets/levels/7796.txt	wordmaker
64	119	1	assets/levels/7805.txt	wordmaker
64	109	1	assets/levels/7843.txt	wordmaker
64	131	1	assets/levels/7860.txt	wordmaker
64	98	1	assets/levels/7865.txt	wordmaker
64	119	1	assets/levels/7886.txt	wordmaker
64	107	1	assets/levels/7891.txt	wordmaker
64	109	1	assets/levels/7898.txt	wordmaker
64	120	1	assets/levels/792.txt	wordmaker
64	131	1	assets/levels/7934.txt	wordmaker
64	109	1	assets/levels/7938.txt	wordmaker
64	120	1	assets/levels/7953.txt	wordmaker
64	120	1	assets/levels/7964.txt	wordmaker
64	110	1	assets/levels/810.txt	wordmaker
64	108	1	assets/levels/820.txt	wordmaker
64	108	1	assets/levels/824.txt	wordmaker
64	110	1	assets/levels/848.txt	wordmaker
64	107	1	assets/levels/871.txt	wordmaker
64	109	1	assets/levels/889.txt	wordmaker
64	131	1	assets/levels/901.txt	wordmaker
64	120	1	assets/levels/903.txt	wordmaker
64	109	1	assets/levels/918.txt	wordmaker
64	119	1	assets/levels/923.txt	wordmaker
64	119	1	assets/levels/933.txt	wordmaker
64	109	1	assets/levels/957.txt	wordmaker
64	120	1	assets/levels/962.txt	wordmaker
64	119	1	assets/levels/965.txt	wordmaker
64	119	1	assets/levels/973.txt	wordmaker
64	109	1	assets/levels/977.txt	wordmaker
64	107	1	assets/levels/998.txt	wordmaker
63	144	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_255	contacts,messages
63	162	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_856	contacts,messages
63	195	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_PF	contacts,messages
63	195	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_WF	contacts,messages
63	109	1	assets/levels/1020.txt	wordmaker
63	119	1	assets/levels/1034.txt	wordmaker
63	110	1	assets/levels/104.txt	wordmaker
63	107	1	assets/levels/1057.txt	wordmaker
63	98	1	assets/levels/1061.txt	wordmaker
63	109	1	assets/levels/1067.txt	wordmaker
63	120	1	assets/levels/1083.txt	wordmaker
63	109	1	assets/levels/1104.txt	wordmaker
63	109	1	assets/levels/1134.txt	wordmaker
63	120	1	assets/levels/1136.txt	wordmaker
63	109	1	assets/levels/1188.txt	wordmaker
63	120	1	assets/levels/1209.txt	wordmaker
63	119	1	assets/levels/1230.txt	wordmaker
63	109	1	assets/levels/1245.txt	wordmaker
63	109	1	assets/levels/1252.txt	wordmaker
63	119	1	assets/levels/1264.txt	wordmaker
63	107	1	assets/levels/1302.txt	wordmaker
63	107	1	assets/levels/1306.txt	wordmaker
63	109	1	assets/levels/1319.txt	wordmaker
63	109	1	assets/levels/1322.txt	wordmaker
63	107	1	assets/levels/1339.txt	wordmaker
63	109	1	assets/levels/1344.txt	wordmaker
63	120	1	assets/levels/1345.txt	wordmaker
63	109	1	assets/levels/1375.txt	wordmaker
63	109	1	assets/levels/1377.txt	wordmaker
63	109	1	assets/levels/1386.txt	wordmaker
63	109	1	assets/levels/1388.txt	wordmaker
63	109	1	assets/levels/1404.txt	wordmaker
63	109	1	assets/levels/1407.txt	wordmaker
63	107	1	assets/levels/1438.txt	wordmaker
63	119	1	assets/levels/1442.txt	wordmaker
63	109	1	assets/levels/1488.txt	wordmaker
63	120	1	assets/levels/1519.txt	wordmaker
63	119	1	assets/levels/1521.txt	wordmaker
63	120	1	assets/levels/1524.txt	wordmaker
63	120	1	assets/levels/1558.txt	wordmaker
63	109	1	assets/levels/1563.txt	wordmaker
63	107	1	assets/levels/1575.txt	wordmaker
63	109	1	assets/levels/1584.txt	wordmaker
63	119	1	assets/levels/1593.txt	wordmaker
63	117	1	assets/levels/160.txt	wordmaker
63	109	1	assets/levels/1601.txt	wordmaker
63	109	1	assets/levels/1615.txt	wordmaker
63	119	1	assets/levels/1617.txt	wordmaker
63	107	1	assets/levels/1633.txt	wordmaker
63	99	1	assets/levels/1653.txt	wordmaker
63	120	1	assets/levels/1655.txt	wordmaker
63	119	1	assets/levels/1656.txt	wordmaker
63	109	1	assets/levels/1686.txt	wordmaker
63	119	1	assets/levels/1693.txt	wordmaker
63	109	1	assets/levels/1704.txt	wordmaker
63	131	1	assets/levels/1724.txt	wordmaker
63	109	1	assets/levels/1742.txt	wordmaker
63	109	1	assets/levels/1746.txt	wordmaker
63	109	1	assets/levels/1765.txt	wordmaker
63	119	1	assets/levels/1793.txt	wordmaker
63	107	1	assets/levels/1801.txt	wordmaker
63	119	1	assets/levels/1816.txt	wordmaker
63	98	1	assets/levels/1835.txt	wordmaker
63	109	1	assets/levels/1837.txt	wordmaker
63	109	1	assets/levels/1842.txt	wordmaker
63	131	1	assets/levels/1857.txt	wordmaker
63	99	1	assets/levels/1860.txt	wordmaker
63	120	1	assets/levels/1862.txt	wordmaker
63	109	1	assets/levels/1875.txt	wordmaker
63	107	1	assets/levels/1883.txt	wordmaker
63	107	1	assets/levels/1901.txt	wordmaker
63	107	1	assets/levels/1908.txt	wordmaker
63	119	1	assets/levels/1915.txt	wordmaker
63	110	1	assets/levels/192.txt	wordmaker
63	109	1	assets/levels/1931.txt	wordmaker
63	109	1	assets/levels/1936.txt	wordmaker
63	107	1	assets/levels/1937.txt	wordmaker
63	109	1	assets/levels/1938.txt	wordmaker
63	119	1	assets/levels/1945.txt	wordmaker
63	109	1	assets/levels/1953.txt	wordmaker
63	131	1	assets/levels/1959.txt	wordmaker
63	120	1	assets/levels/1964.txt	wordmaker
63	109	1	assets/levels/1966.txt	wordmaker
63	107	1	assets/levels/1972.txt	wordmaker
63	109	1	assets/levels/1998.txt	wordmaker
63	109	1	assets/levels/2013.txt	wordmaker
63	109	1	assets/levels/2028.txt	wordmaker
63	131	1	assets/levels/2088.txt	wordmaker
63	109	1	assets/levels/2090.txt	wordmaker
63	109	1	assets/levels/2103.txt	wordmaker
63	131	1	assets/levels/2131.txt	wordmaker
63	119	1	assets/levels/2153.txt	wordmaker
63	107	1	assets/levels/2156.txt	wordmaker
63	99	1	assets/levels/2163.txt	wordmaker
63	119	1	assets/levels/2173.txt	wordmaker
63	98	1	assets/levels/2182.txt	wordmaker
63	98	1	assets/levels/2240.txt	wordmaker
63	109	1	assets/levels/2247.txt	wordmaker
63	107	1	assets/levels/2259.txt	wordmaker
63	108	1	assets/levels/229.txt	wordmaker
63	109	1	assets/levels/2307.txt	wordmaker
63	119	1	assets/levels/2329.txt	wordmaker
63	119	1	assets/levels/2337.txt	wordmaker
63	119	1	assets/levels/2341.txt	wordmaker
63	107	1	assets/levels/2360.txt	wordmaker
63	109	1	assets/levels/2373.txt	wordmaker
63	107	1	assets/levels/2381.txt	wordmaker
63	110	1	assets/levels/240.txt	wordmaker
63	99	1	assets/levels/2412.txt	wordmaker
63	120	1	assets/levels/2424.txt	wordmaker
63	120	1	assets/levels/2427.txt	wordmaker
63	107	1	assets/levels/2444.txt	wordmaker
63	99	1	assets/levels/2448.txt	wordmaker
63	119	1	assets/levels/2457.txt	wordmaker
63	98	1	assets/levels/2466.txt	wordmaker
63	109	1	assets/levels/2470.txt	wordmaker
63	131	1	assets/levels/2472.txt	wordmaker
63	109	1	assets/levels/2501.txt	wordmaker
63	119	1	assets/levels/2516.txt	wordmaker
63	109	1	assets/levels/2529.txt	wordmaker
63	109	1	assets/levels/2534.txt	wordmaker
63	109	1	assets/levels/2536.txt	wordmaker
63	119	1	assets/levels/2538.txt	wordmaker
63	131	1	assets/levels/2542.txt	wordmaker
63	131	1	assets/levels/2547.txt	wordmaker
63	120	1	assets/levels/2559.txt	wordmaker
63	107	1	assets/levels/2567.txt	wordmaker
63	107	1	assets/levels/2588.txt	wordmaker
63	109	1	assets/levels/2611.txt	wordmaker
63	107	1	assets/levels/2637.txt	wordmaker
63	109	1	assets/levels/2694.txt	wordmaker
63	119	1	assets/levels/2701.txt	wordmaker
63	120	1	assets/levels/2703.txt	wordmaker
63	131	1	assets/levels/2732.txt	wordmaker
63	109	1	assets/levels/2734.txt	wordmaker
63	107	1	assets/levels/2744.txt	wordmaker
63	109	1	assets/levels/2773.txt	wordmaker
63	120	1	assets/levels/2779.txt	wordmaker
63	109	1	assets/levels/2782.txt	wordmaker
63	99	1	assets/levels/2793.txt	wordmaker
63	120	1	assets/levels/2797.txt	wordmaker
63	109	1	assets/levels/2806.txt	wordmaker
63	109	1	assets/levels/2828.txt	wordmaker
63	120	1	assets/levels/2829.txt	wordmaker
63	120	1	assets/levels/2832.txt	wordmaker
63	99	1	assets/levels/2833.txt	wordmaker
63	120	1	assets/levels/2864.txt	wordmaker
63	98	1	assets/levels/2886.txt	wordmaker
63	109	1	assets/levels/2913.txt	wordmaker
63	120	1	assets/levels/2940.txt	wordmaker
63	119	1	assets/levels/2957.txt	wordmaker
63	120	1	assets/levels/2960.txt	wordmaker
63	109	1	assets/levels/2965.txt	wordmaker
63	119	1	assets/levels/2986.txt	wordmaker
63	119	1	assets/levels/2995.txt	wordmaker
63	109	1	assets/levels/2996.txt	wordmaker
63	119	1	assets/levels/3004.txt	wordmaker
63	117	1	assets/levels/304.txt	wordmaker
63	109	1	assets/levels/3051.txt	wordmaker
63	109	1	assets/levels/3055.txt	wordmaker
63	99	1	assets/levels/3072.txt	wordmaker
63	107	1	assets/levels/3095.txt	wordmaker
63	99	1	assets/levels/3113.txt	wordmaker
63	119	1	assets/levels/3114.txt	wordmaker
63	107	1	assets/levels/3140.txt	wordmaker
63	109	1	assets/levels/3151.txt	wordmaker
63	119	1	assets/levels/3165.txt	wordmaker
63	119	1	assets/levels/3168.txt	wordmaker
63	109	1	assets/levels/3180.txt	wordmaker
63	99	1	assets/levels/3181.txt	wordmaker
63	109	1	assets/levels/3204.txt	wordmaker
63	109	1	assets/levels/3205.txt	wordmaker
63	119	1	assets/levels/3207.txt	wordmaker
63	109	1	assets/levels/3211.txt	wordmaker
63	107	1	assets/levels/3217.txt	wordmaker
63	119	1	assets/levels/3218.txt	wordmaker
63	131	1	assets/levels/3225.txt	wordmaker
63	120	1	assets/levels/3232.txt	wordmaker
63	117	1	assets/levels/324.txt	wordmaker
63	107	1	assets/levels/3244.txt	wordmaker
63	109	1	assets/levels/3251.txt	wordmaker
63	109	1	assets/levels/3253.txt	wordmaker
63	119	1	assets/levels/3263.txt	wordmaker
63	119	1	assets/levels/3273.txt	wordmaker
63	98	1	assets/levels/3275.txt	wordmaker
63	109	1	assets/levels/3281.txt	wordmaker
63	109	1	assets/levels/3286.txt	wordmaker
63	109	1	assets/levels/3298.txt	wordmaker
63	98	1	assets/levels/3324.txt	wordmaker
63	109	1	assets/levels/3326.txt	wordmaker
63	107	1	assets/levels/3344.txt	wordmaker
63	109	1	assets/levels/3353.txt	wordmaker
63	107	1	assets/levels/3365.txt	wordmaker
63	107	1	assets/levels/3375.txt	wordmaker
63	119	1	assets/levels/3380.txt	wordmaker
63	107	1	assets/levels/3383.txt	wordmaker
63	99	1	assets/levels/3384.txt	wordmaker
63	109	1	assets/levels/3392.txt	wordmaker
63	109	1	assets/levels/3396.txt	wordmaker
63	99	1	assets/levels/3432.txt	wordmaker
63	107	1	assets/levels/3434.txt	wordmaker
63	109	1	assets/levels/3447.txt	wordmaker
63	109	1	assets/levels/3455.txt	wordmaker
63	109	1	assets/levels/3460.txt	wordmaker
63	98	1	assets/levels/3470.txt	wordmaker
63	131	1	assets/levels/3475.txt	wordmaker
63	120	1	assets/levels/349.txt	wordmaker
63	109	1	assets/levels/3493.txt	wordmaker
63	120	1	assets/levels/3495.txt	wordmaker
63	109	1	assets/levels/3502.txt	wordmaker
63	98	1	assets/levels/3506.txt	wordmaker
63	120	1	assets/levels/3532.txt	wordmaker
63	109	1	assets/levels/3550.txt	wordmaker
63	109	1	assets/levels/3569.txt	wordmaker
63	109	1	assets/levels/3579.txt	wordmaker
63	109	1	assets/levels/3582.txt	wordmaker
63	119	1	assets/levels/3587.txt	wordmaker
63	109	1	assets/levels/3600.txt	wordmaker
63	120	1	assets/levels/3618.txt	wordmaker
63	109	1	assets/levels/3624.txt	wordmaker
63	131	1	assets/levels/3645.txt	wordmaker
63	119	1	assets/levels/3671.txt	wordmaker
63	109	1	assets/levels/3675.txt	wordmaker
63	109	1	assets/levels/3676.txt	wordmaker
63	99	1	assets/levels/3699.txt	wordmaker
63	120	1	assets/levels/3701.txt	wordmaker
63	109	1	assets/levels/3717.txt	wordmaker
63	120	1	assets/levels/3724.txt	wordmaker
63	109	1	assets/levels/3726.txt	wordmaker
63	119	1	assets/levels/3737.txt	wordmaker
63	109	1	assets/levels/3738.txt	wordmaker
63	99	1	assets/levels/3747.txt	wordmaker
63	120	1	assets/levels/3750.txt	wordmaker
63	119	1	assets/levels/3751.txt	wordmaker
63	109	1	assets/levels/3789.txt	wordmaker
63	107	1	assets/levels/3791.txt	wordmaker
63	119	1	assets/levels/3796.txt	wordmaker
63	109	1	assets/levels/3810.txt	wordmaker
63	120	1	assets/levels/383.txt	wordmaker
63	120	1	assets/levels/3855.txt	wordmaker
63	109	1	assets/levels/3863.txt	wordmaker
63	99	1	assets/levels/3866.txt	wordmaker
63	119	1	assets/levels/3873.txt	wordmaker
63	109	1	assets/levels/3876.txt	wordmaker
63	109	1	assets/levels/3900.txt	wordmaker
63	109	1	assets/levels/3908.txt	wordmaker
63	109	1	assets/levels/3915.txt	wordmaker
63	119	1	assets/levels/3934.txt	wordmaker
63	109	1	assets/levels/3940.txt	wordmaker
63	107	1	assets/levels/3969.txt	wordmaker
63	95	1	assets/levels/3994.txt	wordmaker
63	109	1	assets/levels/4002.txt	wordmaker
63	109	1	assets/levels/4011.txt	wordmaker
63	119	1	assets/levels/4018.txt	wordmaker
63	109	1	assets/levels/4021.txt	wordmaker
63	109	1	assets/levels/4023.txt	wordmaker
63	95	1	assets/levels/4027.txt	wordmaker
63	119	1	assets/levels/4044.txt	wordmaker
63	107	1	assets/levels/4047.txt	wordmaker
63	109	1	assets/levels/4050.txt	wordmaker
63	109	1	assets/levels/4053.txt	wordmaker
63	107	1	assets/levels/4070.txt	wordmaker
63	99	1	assets/levels/4072.txt	wordmaker
63	109	1	assets/levels/4084.txt	wordmaker
63	119	1	assets/levels/4087.txt	wordmaker
63	109	1	assets/levels/4114.txt	wordmaker
63	109	1	assets/levels/4116.txt	wordmaker
63	99	1	assets/levels/4127.txt	wordmaker
63	120	1	assets/levels/4141.txt	wordmaker
63	99	1	assets/levels/4160.txt	wordmaker
63	109	1	assets/levels/4162.txt	wordmaker
63	99	1	assets/levels/4179.txt	wordmaker
63	119	1	assets/levels/4182.txt	wordmaker
63	98	1	assets/levels/4183.txt	wordmaker
63	109	1	assets/levels/4227.txt	wordmaker
63	120	1	assets/levels/4229.txt	wordmaker
63	120	1	assets/levels/4237.txt	wordmaker
63	109	1	assets/levels/4241.txt	wordmaker
63	109	1	assets/levels/4289.txt	wordmaker
63	119	1	assets/levels/4299.txt	wordmaker
63	120	1	assets/levels/430.txt	wordmaker
63	109	1	assets/levels/4315.txt	wordmaker
63	109	1	assets/levels/4328.txt	wordmaker
63	119	1	assets/levels/4348.txt	wordmaker
63	99	1	assets/levels/4350.txt	wordmaker
63	107	1	assets/levels/4361.txt	wordmaker
63	107	1	assets/levels/4364.txt	wordmaker
63	107	1	assets/levels/4366.txt	wordmaker
63	109	1	assets/levels/4389.txt	wordmaker
63	119	1	assets/levels/4408.txt	wordmaker
63	109	1	assets/levels/4423.txt	wordmaker
63	119	1	assets/levels/4434.txt	wordmaker
63	109	1	assets/levels/4439.txt	wordmaker
63	120	1	assets/levels/4441.txt	wordmaker
63	109	1	assets/levels/4470.txt	wordmaker
63	107	1	assets/levels/4472.txt	wordmaker
63	109	1	assets/levels/4475.txt	wordmaker
63	99	1	assets/levels/4486.txt	wordmaker
63	109	1	assets/levels/4489.txt	wordmaker
63	109	1	assets/levels/4492.txt	wordmaker
63	109	1	assets/levels/4522.txt	wordmaker
63	109	1	assets/levels/4532.txt	wordmaker
63	109	1	assets/levels/4535.txt	wordmaker
63	109	1	assets/levels/4537.txt	wordmaker
63	99	1	assets/levels/4541.txt	wordmaker
63	119	1	assets/levels/4545.txt	wordmaker
63	120	1	assets/levels/4551.txt	wordmaker
63	119	1	assets/levels/4556.txt	wordmaker
63	109	1	assets/levels/4604.txt	wordmaker
63	98	1	assets/levels/4607.txt	wordmaker
63	119	1	assets/levels/4622.txt	wordmaker
63	109	1	assets/levels/4625.txt	wordmaker
63	109	1	assets/levels/4650.txt	wordmaker
63	131	1	assets/levels/4656.txt	wordmaker
63	107	1	assets/levels/4673.txt	wordmaker
63	107	1	assets/levels/4682.txt	wordmaker
63	119	1	assets/levels/4693.txt	wordmaker
63	109	1	assets/levels/4713.txt	wordmaker
63	109	1	assets/levels/4734.txt	wordmaker
63	107	1	assets/levels/4759.txt	wordmaker
63	131	1	assets/levels/4764.txt	wordmaker
63	120	1	assets/levels/4775.txt	wordmaker
63	120	1	assets/levels/4776.txt	wordmaker
63	99	1	assets/levels/4779.txt	wordmaker
63	107	1	assets/levels/4790.txt	wordmaker
63	109	1	assets/levels/4797.txt	wordmaker
63	109	1	assets/levels/4846.txt	wordmaker
63	95	1	assets/levels/4853.txt	wordmaker
63	120	1	assets/levels/4874.txt	wordmaker
63	98	1	assets/levels/4880.txt	wordmaker
63	109	1	assets/levels/4902.txt	wordmaker
63	109	1	assets/levels/4924.txt	wordmaker
63	109	1	assets/levels/4931.txt	wordmaker
63	120	1	assets/levels/4946.txt	wordmaker
63	120	1	assets/levels/4956.txt	wordmaker
63	109	1	assets/levels/4975.txt	wordmaker
63	131	1	assets/levels/4990.txt	wordmaker
63	109	1	assets/levels/5008.txt	wordmaker
63	99	1	assets/levels/5015.txt	wordmaker
63	98	1	assets/levels/5023.txt	wordmaker
63	109	1	assets/levels/5032.txt	wordmaker
63	120	1	assets/levels/5050.txt	wordmaker
63	107	1	assets/levels/5051.txt	wordmaker
63	120	1	assets/levels/5052.txt	wordmaker
63	109	1	assets/levels/5054.txt	wordmaker
63	109	1	assets/levels/5063.txt	wordmaker
63	107	1	assets/levels/5075.txt	wordmaker
63	99	1	assets/levels/5084.txt	wordmaker
63	109	1	assets/levels/5090.txt	wordmaker
63	109	1	assets/levels/5097.txt	wordmaker
63	119	1	assets/levels/5104.txt	wordmaker
63	109	1	assets/levels/5109.txt	wordmaker
63	120	1	assets/levels/5143.txt	wordmaker
63	109	1	assets/levels/5145.txt	wordmaker
63	109	1	assets/levels/5160.txt	wordmaker
63	120	1	assets/levels/5183.txt	wordmaker
63	107	1	assets/levels/5200.txt	wordmaker
63	99	1	assets/levels/5202.txt	wordmaker
63	109	1	assets/levels/5205.txt	wordmaker
63	109	1	assets/levels/5217.txt	wordmaker
63	107	1	assets/levels/5218.txt	wordmaker
63	109	1	assets/levels/5238.txt	wordmaker
63	120	1	assets/levels/5242.txt	wordmaker
63	119	1	assets/levels/5248.txt	wordmaker
63	109	1	assets/levels/5251.txt	wordmaker
63	109	1	assets/levels/5254.txt	wordmaker
63	131	1	assets/levels/5281.txt	wordmaker
63	119	1	assets/levels/5284.txt	wordmaker
63	109	1	assets/levels/5307.txt	wordmaker
63	98	1	assets/levels/5311.txt	wordmaker
63	119	1	assets/levels/5314.txt	wordmaker
63	109	1	assets/levels/5321.txt	wordmaker
63	119	1	assets/levels/5324.txt	wordmaker
63	95	1	assets/levels/5327.txt	wordmaker
63	109	1	assets/levels/5328.txt	wordmaker
63	98	1	assets/levels/5343.txt	wordmaker
63	109	1	assets/levels/5354.txt	wordmaker
63	109	1	assets/levels/5368.txt	wordmaker
63	98	1	assets/levels/5378.txt	wordmaker
63	120	1	assets/levels/5388.txt	wordmaker
63	107	1	assets/levels/5412.txt	wordmaker
63	98	1	assets/levels/5420.txt	wordmaker
63	109	1	assets/levels/5421.txt	wordmaker
63	98	1	assets/levels/5423.txt	wordmaker
63	109	1	assets/levels/5446.txt	wordmaker
63	98	1	assets/levels/5447.txt	wordmaker
63	98	1	assets/levels/5457.txt	wordmaker
63	109	1	assets/levels/5474.txt	wordmaker
63	109	1	assets/levels/5477.txt	wordmaker
63	109	1	assets/levels/5490.txt	wordmaker
63	109	1	assets/levels/5492.txt	wordmaker
63	120	1	assets/levels/5505.txt	wordmaker
63	98	1	assets/levels/5558.txt	wordmaker
63	119	1	assets/levels/5575.txt	wordmaker
63	109	1	assets/levels/5581.txt	wordmaker
63	109	1	assets/levels/5589.txt	wordmaker
63	107	1	assets/levels/5593.txt	wordmaker
63	109	1	assets/levels/5595.txt	wordmaker
63	99	1	assets/levels/5598.txt	wordmaker
63	120	1	assets/levels/5617.txt	wordmaker
63	109	1	assets/levels/5654.txt	wordmaker
63	109	1	assets/levels/5656.txt	wordmaker
63	107	1	assets/levels/5672.txt	wordmaker
63	99	1	assets/levels/5689.txt	wordmaker
63	119	1	assets/levels/5708.txt	wordmaker
63	98	1	assets/levels/5710.txt	wordmaker
63	109	1	assets/levels/5713.txt	wordmaker
63	109	1	assets/levels/5715.txt	wordmaker
63	120	1	assets/levels/5717.txt	wordmaker
63	119	1	assets/levels/5748.txt	wordmaker
63	109	1	assets/levels/5754.txt	wordmaker
63	107	1	assets/levels/5757.txt	wordmaker
63	109	1	assets/levels/5762.txt	wordmaker
63	109	1	assets/levels/5774.txt	wordmaker
63	107	1	assets/levels/5777.txt	wordmaker
63	109	1	assets/levels/5780.txt	wordmaker
63	109	1	assets/levels/5784.txt	wordmaker
63	109	1	assets/levels/5789.txt	wordmaker
63	107	1	assets/levels/5795.txt	wordmaker
63	109	1	assets/levels/5804.txt	wordmaker
63	109	1	assets/levels/5812.txt	wordmaker
63	109	1	assets/levels/5813.txt	wordmaker
63	109	1	assets/levels/5850.txt	wordmaker
63	119	1	assets/levels/5854.txt	wordmaker
63	107	1	assets/levels/5857.txt	wordmaker
63	107	1	assets/levels/5858.txt	wordmaker
63	109	1	assets/levels/5868.txt	wordmaker
63	120	1	assets/levels/5871.txt	wordmaker
63	109	1	assets/levels/5875.txt	wordmaker
