comp_bytes	num_apps	waste_bytes	path	apps
209	18	3553	res/Qy.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
209	2	209	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_NC	contacts,messages
208	4	624	res/Qy.xml	calendar,email,pdf,weather
208	4	624	res/WP.xml	calendar,email,pdf,weather
208	4	624	res/Xl.xml	calendar,email,pdf,weather
208	24	4784	res/kJ.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
208	24	4784	res/tU.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
208	24	4784	res/v4.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
208	18	3536	res/WC.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
208	18	3536	res/WP.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
207	4	621	res/-x.xml	calendar,email,pdf,weather
207	24	4761	res/8h.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
207	24	4761	res/Pg.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
207	24	4761	res/color/design_icon_tint.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
207	20	3933	res/color/mtrl_popupmenu_overlay_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
207	24	4761	res/nI.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
207	18	3519	res/-x.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
207	18	3519	res/Xl.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
207	2	207	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CV	contacts,messages
207	2	207	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_RW	contacts,messages
206	20	3914	res/color-night-v8/material_timepicker_button_stroke.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
206	20	3914	res/color/material_divider_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
206	20	3914	res/color/material_timepicker_button_stroke.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
206	20	3914	res/color/mtrl_calendar_selected_range.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
205	20	3895	res/color/m3_calendar_item_disabled_text.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
205	24	4715	res/gt.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
205	2	205	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BJ	contacts,messages
204	20	3876	res/color/material_timepicker_clockface.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
204	24	4692	res/uu.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
204	6	1020	res/Ed.xml	camera,maps,messages,office,pipes,solitaire
204	2	204	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BF	contacts,messages
204	2	204	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SC	contacts,messages
203	24	4669	res/H-.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
203	24	4669	res/YG.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
203	20	3857	res/color/material_timepicker_modebutton_tint.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
203	2	203	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CM	contacts,messages
203	2	203	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_HT	contacts,messages
203	2	203	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_CN	contacts,messages
202	3	404	res/z2.xml	calendar,email,weather
202	24	4646	res/Gt.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
202	2	202	res/color-v31/m3_dynamic_highlighted_text.xml	calendar,email
202	23	4444	res/color-v31/m3_ref_palette_dynamic_neutral_variant24.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
202	23	4444	res/color-v31/m3_ref_palette_dynamic_neutral_variant6.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
202	23	4444	res/color-v31/m3_ref_palette_dynamic_neutral_variant92.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
202	23	4444	res/color-v31/m3_ref_palette_dynamic_neutral_variant94.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
202	23	4444	res/color-v31/m3_ref_palette_dynamic_neutral_variant96.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
202	23	4444	res/color-v31/m3_ref_palette_dynamic_neutral_variant98.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
202	2	202	res/color/m3_dark_highlighted_text.xml	calendar,email
202	2	202	res/color/m3_highlighted_text.xml	calendar,email
202	2	202	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CY	contacts,messages
202	2	202	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SN	contacts,messages
202	2	202	res/color-v31/m3_dynamic_highlighted_text.xml	findfamily,maps
202	2	202	res/color/m3_highlighted_text.xml	findfamily,maps
202	2	202	res/color/material_on_surface_disabled.xml	findfamily,maps
201	24	4623	res/4k.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
201	2	201	res/color-v31/m3_dynamic_dark_highlighted_text.xml	calendar,email
201	23	4422	res/color-v31/m3_ref_palette_dynamic_neutral_variant12.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
201	23	4422	res/color-v31/m3_ref_palette_dynamic_neutral_variant17.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
201	23	4422	res/color-v31/m3_ref_palette_dynamic_neutral_variant22.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
201	23	4422	res/color-v31/m3_ref_palette_dynamic_neutral_variant87.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
201	17	3216	res/color/material_on_surface_emphasis_medium.xml	alchemist,calendar,chess,clock,contacts,email,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
201	2	201	res/color/material_on_surface_emphasis_high_type.xml	calendar,email
201	2	201	res/color/material_on_surface_emphasis_medium.xml	calendar,email
201	16	3015	res/color-v31/m3_dynamic_dark_highlighted_text.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
201	16	3015	res/color-v31/m3_dynamic_highlighted_text.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
201	16	3015	res/color/m3_dark_highlighted_text.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
201	15	2814	res/color/m3_highlighted_text.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
201	15	2814	res/color/material_on_surface_disabled.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
201	15	2814	res/color/material_on_surface_emphasis_high_type.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
201	2	201	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TL	contacts,messages
201	2	201	res/color-v31/m3_dynamic_dark_highlighted_text.xml	findfamily,maps
201	2	201	res/color/m3_dark_highlighted_text.xml	findfamily,maps
201	2	201	res/color/material_on_surface_emphasis_high_type.xml	findfamily,maps
201	3	402	res/color/material_on_surface_disabled.xml	findfamily,maps,weather
200	3	400	res/Cg.xml	calendar,email,weather
200	24	4600	res/EA.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
200	3	400	res/MO.xml	calendar,email,weather
200	23	4400	res/color-v31/m3_ref_palette_dynamic_neutral_variant4.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
200	19	3600	res/Cg.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
200	19	3600	res/MO.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
200	2	200	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CI	contacts,messages
200	2	200	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_EH	contacts,messages
200	2	200	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_AL	contacts,messages
200	2	200	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BH	contacts,messages
199	24	4577	res/No.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
198	24	4554	res/tZ.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
198	2	198	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MZ	contacts,messages
198	2	198	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_NI	contacts,messages
198	2	198	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_NL	contacts,messages
197	24	4531	res/qp.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
197	2	197	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_LV	contacts,messages
196	24	4508	res/Wz.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
196	24	4508	res/uj.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
196	2	196	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_PM	contacts,messages
196	2	196	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_UA	contacts,messages
195	2	195	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_IS	contacts,messages
194	24	4462	res/lP.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
194	24	4462	res/xR.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
194	2	194	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SZ	contacts,messages
194	2	194	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_TW	contacts,messages
193	2	193	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GI	contacts,messages
193	2	193	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_IE	contacts,messages
192	24	4416	res/9X.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
190	24	4370	res/BG.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
190	24	4370	res/lN.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
190	24	4370	res/VM.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
189	4	567	res/Wr1.xml	calendar,email,photos,weather
189	24	4347	res/QJ.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
189	2	189	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AF	contacts,messages
189	2	189	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_LK	contacts,messages
188	7	1128	res/vY.xml	camera,maps,messages,office,passwords,pipes,solitaire
188	2	188	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_NF	contacts,messages
188	2	188	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_AR	contacts,messages
187	24	4301	res/9N.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
187	24	4301	res/X4.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
187	24	4301	res/c5.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
186	24	4278	res/Yw.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
186	24	4278	res/i6.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
186	4	558	res/md.xml	calendar,email,photos,weather
186	24	4278	res/xH.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
186	24	4278	res/yY.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
185	24	4255	res/7N.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
185	24	4255	res/YW.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
185	4	555	res/tA.xml	calendar,openassistant,photos,weather
185	2	185	res/c6.xml	camera,openassistant
185	2	185	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_FM	contacts,messages
185	2	185	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TD	contacts,messages
184	24	4232	res/iI.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
184	24	4232	res/yH.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
183	2	183	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GW	contacts,messages
183	2	183	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SL	contacts,messages
182	24	4186	res/NZ.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
181	24	4163	res/vz.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
181	2	181	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GL	contacts,messages
180	20	3420	res/color-night-v8/material_timepicker_modebutton_tint.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
180	20	3420	res/color/m3_bottom_sheet_drag_handle_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
180	20	3420	res/color/mtrl_chip_surface_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
180	2	180	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BN	contacts,messages
180	2	180	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_NC	contacts,messages
178	24	4094	res/9n.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
178	24	4094	res/DL.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
178	24	4094	res/D_.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
178	24	4094	res/Su.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
178	24	4094	res/ps.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
178	2	178	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BQ	contacts,messages
178	2	178	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_ER	contacts,messages
178	2	178	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MH	contacts,messages
178	2	178	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SI	contacts,messages
176	3	352	res/Pl.xml	calendar,email,weather
176	18	2992	res/Pl.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
176	18	2992	res/g3.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
176	2	176	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MD	contacts,messages
175	22	3675	res/V7.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
175	3	350	res/g3.xml	calendar,email,weather
175	2	175	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_NE	contacts,messages
174	24	4002	res/27.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
174	2	174	res/V7.xml	passwords,photos
173	24	3979	res/_q.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
173	2	173	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MR	contacts,messages
173	2	173	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TG	contacts,messages
173	2	173	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MQ	contacts,messages
173	2	173	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_NO	contacts,messages
173	2	173	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_NZ	contacts,messages
173	2	173	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SV	contacts,messages
172	2	172	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_GR	contacts,messages
171	24	3933	res/1e.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
171	24	3933	res/Wh.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
170	2	170	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_ME	contacts,messages
170	2	170	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_ZW	contacts,messages
169	2	169	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_GF	contacts,messages
168	2	168	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_595	contacts,messages
168	2	168	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SD	contacts,messages
167	24	3841	res/jS1.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
167	2	167	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_GY	contacts,messages
166	2	166	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BA	contacts,messages
166	2	166	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BI	contacts,messages
166	2	166	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_FJ	contacts,messages
166	2	166	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_JO	contacts,messages
166	2	166	res/ai.xml	chess,solitaire
165	2	165	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_GP	contacts,messages
165	2	165	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MF	contacts,messages
165	2	165	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SC	contacts,messages
165	2	165	res/ai.xml	notes,pipes
164	2	164	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TV	contacts,messages
164	2	164	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_JE	contacts,messages
163	2	163	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CF	contacts,messages
163	2	163	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MX	contacts,messages
162	2	162	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_NR	contacts,messages
162	2	162	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_FI	contacts,messages
162	2	162	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_PL	contacts,messages
161	2	161	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_870	contacts,messages
161	2	161	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BJ	contacts,messages
161	2	161	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_CA	contacts,messages
160	2	160	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BL	contacts,messages
160	2	160	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SG	contacts,messages
159	24	3657	res/BM.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
158	2	158	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_DK	contacts,messages
157	2	157	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_LT	contacts,messages
155	2	155	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_JP	contacts,messages
154	2	154	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_ER	contacts,messages
154	2	154	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_PY	contacts,messages
153	3	306	res/Kr.xml	calendar,email,weather
